gamma_true,gamma_hat
1.0,0.9704141020774841
1.0,0.954537570476532
1.0,0.9999755620956421
1.0,0.9999778270721436
1.0,0.9999792575836182
1.0,0.9999736547470093
1.0,0.9999591112136841
1.0,0.9999693632125854
1.0,0.9999722242355347
1.0,0.9999793767929077
1.0,0.9999805688858032
1.0,0.9999864101409912
1.0,0.9999897480010986
1.0,0.9999871253967285
1.0,0.999985933303833
1.0,0.9999713897705078
1.0,0.9998997449874878
1.0,0.9996083378791809
1.0,0.998035728931427
1.0,0.9814128875732422
1.0,0.9702388048171997
1.0,0.9999819993972778
1.0,0.9999856948852539
1.0,0.9999878406524658
1.0,0.9999854564666748
1.0,0.9999823570251465
1.0,0.9999830722808838
1.0,0.9999877214431763
1.0,0.9999891519546509
1.0,0.9999914169311523
1.0,0.9999960660934448
1.0,0.9999954700469971
1.0,0.9999940395355225
1.0,0.9999891519546509
1.0,0.999977707862854
1.0,0.9999305009841919
1.0,0.9997325539588928
1.0,0.9979104399681091
1.0,0.9978494644165039
1.0,0.9514699578285217
1.0,0.9999810457229614
1.0,0.999984860420227
1.0,0.9999867677688599
1.0,0.9999842643737793
1.0,0.9999805688858032
1.0,0.9999823570251465
1.0,0.999987006187439
1.0,0.9999887943267822
1.0,0.9999909400939941
1.0,0.9999953508377075
1.0,0.9999958276748657
1.0,0.9999942779541016
1.0,0.9999902248382568
1.0,0.999980092048645
1.0,0.999940037727356
1.0,0.9997813105583191
1.0,0.9984753727912903
1.0,0.9978650212287903
1.0,0.966608464717865
1.0,0.9999827146530151
1.0,0.9999877214431763
1.0,0.99998939037323
1.0,0.9999892711639404
1.0,0.9999865293502808
1.0,0.9999817609786987
1.0,0.9999890327453613
1.0,0.9999914169311523
1.0,0.9999933242797852
1.0,0.999997615814209
1.0,0.9999959468841553
1.0,0.9999947547912598
1.0,0.9999898672103882
1.0,0.9999803304672241
1.0,0.9999376535415649
1.0,0.9997203946113586
1.0,0.997859537601471
1.0,0.9988203644752502
1.0,0.9379534125328064
1.0,0.9999834299087524
1.0,0.9999887943267822
1.0,0.9999902248382568
1.0,0.9999911785125732
1.0,0.9999879598617554
1.0,0.9999814033508301
1.0,0.9999898672103882
1.0,0.9999921321868896
1.0,0.9999942779541016
1.0,0.9999980926513672
1.0,0.9999960660934448
1.0,0.9999943971633911
1.0,0.9999889135360718
1.0,0.9999784231185913
1.0,0.9999309778213501
1.0,0.9996315240859985
1.0,0.9970068335533142
1.0,0.9974964261054993
1.0,0.9216031432151794
1.0,0.999957799911499
1.0,0.999976634979248
1.0,0.9999793767929077
1.0,0.9999827146530151
1.0,0.9999843835830688
1.0,0.9999852180480957
1.0,0.999992847442627
1.0,0.9999960660934448
1.0,0.9999963045120239
1.0,0.9999961853027344
1.0,0.9999948740005493
1.0,0.9999929666519165
1.0,0.9999898672103882
1.0,0.9999769926071167
1.0,0.999908447265625
1.0,0.9996657371520996
1.0,0.9991599321365356
1.0,0.9984295964241028
1.0,0.9724473357200623
1.0,0.9999829530715942
1.0,0.9999879598617554
1.0,0.9999895095825195
1.0,0.99998939037323
1.0,0.9999865293502808
1.0,0.9999818801879883
1.0,0.9999890327453613
1.0,0.9999911785125732
1.0,0.9999933242797852
1.0,0.999997615814209
1.0,0.9999957084655762
1.0,0.9999945163726807
1.0,0.9999890327453613
1.0,0.9999783039093018
1.0,0.9999293088912964
1.0,0.9996752738952637
1.0,0.9973449110984802
1.0,0.9986613988876343
1.0,0.9211530089378357
1.0,0.9999798536300659
1.0,0.9999836683273315
1.0,0.9999842643737793
1.0,0.9999809265136719
1.0,0.9999759197235107
1.0,0.9999790191650391
1.0,0.9999836683273315
1.0,0.9999858140945435
1.0,0.9999877214431763
1.0,0.9999927282333374
1.0,0.9999934434890747
1.0,0.999991774559021
1.0,0.9999872446060181
1.0,0.9999709129333496
1.0,0.9998992681503296
1.0,0.9996178150177002
1.0,0.9974440336227417
1.0,0.9726521968841553
1.0,0.9577202796936035
1.0,0.9999804496765137
1.0,0.999988317489624
1.0,0.9999902248382568
1.0,0.9999910593032837
1.0,0.9999874830245972
1.0,0.9999806880950928
1.0,0.9999909400939941
1.0,0.9999935626983643
1.0,0.9999954700469971
1.0,0.9999982118606567
1.0,0.9999967813491821
1.0,0.9999947547912598
1.0,0.9999898672103882
1.0,0.9999828338623047
1.0,0.9999425411224365
1.0,0.9997009038925171
1.0,0.9975517392158508
1.0,0.9954892992973328
1.0,0.9474396705627441
1.0,0.9999827146530151
1.0,0.9999880790710449
1.0,0.9999896287918091
1.0,0.9999902248382568
1.0,0.9999874830245972
1.0,0.9999815225601196
1.0,0.9999895095825195
1.0,0.9999920129776001
1.0,0.9999938011169434
1.0,0.9999978542327881
1.0,0.9999963045120239
1.0,0.9999951124191284
1.0,0.999990701675415
1.0,0.9999822378158569
1.0,0.9999469518661499
1.0,0.9997571110725403
1.0,0.9982805252075195
1.0,0.9985278844833374
1.0,0.9509285688400269
1.0,0.9999791383743286
1.0,0.9999831914901733
1.0,0.999983549118042
1.0,0.999980092048645
1.0,0.9999749660491943
1.0,0.9999781847000122
1.0,0.9999828338623047
1.0,0.999985933303833
1.0,0.9999878406524658
1.0,0.9999924898147583
1.0,0.9999935626983643
1.0,0.9999922513961792
1.0,0.9999887943267822
1.0,0.9999748468399048
1.0,0.9999158382415771
1.0,0.9996955394744873
1.0,0.9981600642204285
1.0,0.981975257396698
1.0,0.9698717594146729
1.0,0.9999572038650513
1.0,0.9999765157699585
1.0,0.9999792575836182
1.0,0.9999827146530151
1.0,0.9999843835830688
1.0,0.9999853372573853
1.0,0.999992847442627
1.0,0.9999960660934448
1.0,0.9999964237213135
1.0,0.9999961853027344
1.0,0.9999949932098389
1.0,0.999993085861206
1.0,0.9999903440475464
1.0,0.999977707862854
1.0,0.999911904335022
1.0,0.999683141708374
1.0,0.9993385672569275
1.0,0.9984968900680542
1.0,0.9733784794807434
1.0,0.9999785423278809
1.0,0.9999827146530151
1.0,0.9999828338623047
1.0,0.9999791383743286
1.0,0.9999737739562988
1.0,0.9999772310256958
1.0,0.9999817609786987
1.0,0.9999855756759644
1.0,0.9999873638153076
1.0,0.9999918937683105
1.0,0.9999934434890747
1.0,0.9999922513961792
1.0,0.9999892711639404
1.0,0.999976396560669
1.0,0.9999233484268188
1.0,0.9997218251228333
1.0,0.9984478950500488
1.0,0.9849467277526855
1.0,0.9750702977180481
1.0,0.9999791383743286
1.0,0.9999879598617554
1.0,0.9999899864196777
1.0,0.9999898672103882
1.0,0.999987006187439
1.0,0.9999810457229614
1.0,0.9999908208847046
1.0,0.9999938011169434
1.0,0.9999959468841553
1.0,0.9999972581863403
1.0,0.9999967813491821
1.0,0.9999946355819702
1.0,0.9999901056289673
1.0,0.9999833106994629
1.0,0.9999417066574097
1.0,0.9996978044509888
1.0,0.9976078271865845
1.0,0.9961716532707214
1.0,0.9564750790596008
1.0,0.9999794960021973
1.0,0.9999834299087524
1.0,0.9999837875366211
1.0,0.9999802112579346
1.0,0.9999750852584839
1.0,0.9999784231185913
1.0,0.9999828338623047
1.0,0.9999853372573853
1.0,0.9999872446060181
1.0,0.9999922513961792
1.0,0.9999929666519165
1.0,0.9999914169311523
1.0,0.999987006187439
1.0,0.9999699592590332
1.0,0.9998941421508789
1.0,0.9996059536933899
1.0,0.9974290728569031
1.0,0.9722824692726135
1.0,0.9587080478668213
1.0,0.999977707862854
1.0,0.9999804496765137
1.0,0.999981164932251
1.0,0.999976396560669
1.0,0.9999673366546631
1.0,0.9999738931655884
1.0,0.9999769926071167
1.0,0.9999821186065674
1.0,0.9999841451644897
1.0,0.9999889135360718
1.0,0.9999909400939941
1.0,0.9999892711639404
1.0,0.9999866485595703
1.0,0.9999697208404541
1.0,0.9998897314071655
1.0,0.999565064907074
1.0,0.9976403713226318
1.0,0.9758424162864685
1.0,0.963171124458313
1.0,0.9999709129333496
1.0,0.999983549118042
1.0,0.9999860525131226
1.0,0.9999855756759644
1.0,0.999985933303833
1.0,0.999984622001648
1.0,0.9999911785125732
1.0,0.9999948740005493
1.0,0.9999972581863403
1.0,0.9999964237213135
1.0,0.9999957084655762
1.0,0.9999936819076538
1.0,0.9999889135360718
1.0,0.9999773502349854
1.0,0.9999011754989624
1.0,0.9995287656784058
1.0,0.997424840927124
1.0,0.9977097511291504
1.0,0.971067488193512
1.0,0.9999828338623047
1.0,0.9999885559082031
1.0,0.9999901056289673
1.0,0.9999910593032837
1.0,0.9999880790710449
1.0,0.9999817609786987
1.0,0.9999899864196777
1.0,0.9999926090240479
1.0,0.9999943971633911
1.0,0.9999980926513672
1.0,0.9999967813491821
1.0,0.9999957084655762
1.0,0.9999915361404419
1.0,0.9999837875366211
1.0,0.9999516010284424
1.0,0.9997568726539612
1.0,0.9981650710105896
1.0,0.9977413415908813
1.0,0.9535330533981323
1.0,0.9999549388885498
1.0,0.9999760389328003
1.0,0.9999788999557495
1.0,0.9999827146530151
1.0,0.9999845027923584
1.0,0.9999855756759644
1.0,0.999992847442627
1.0,0.9999960660934448
1.0,0.999996542930603
1.0,0.9999963045120239
1.0,0.999995231628418
1.0,0.9999935626983643
1.0,0.9999914169311523
1.0,0.9999821186065674
1.0,0.9999324083328247
1.0,0.999765932559967
1.0,0.9997252821922302
1.0,0.9987433552742004
1.0,0.9748467803001404
1.0,0.9999818801879883
1.0,0.9999855756759644
1.0,0.9999876022338867
1.0,0.9999852180480957
1.0,0.9999818801879883
1.0,0.9999829530715942
1.0,0.9999873638153076
1.0,0.9999889135360718
1.0,0.9999911785125732
1.0,0.9999958276748657
1.0,0.9999953508377075
1.0,0.9999938011169434
1.0,0.9999889135360718
1.0,0.9999769926071167
1.0,0.999927282333374
1.0,0.9997298121452332
1.0,0.9977496266365051
1.0,0.9969858527183533
1.0,0.9507243633270264
1.0,0.9999796152114868
1.0,0.9999881982803345
1.0,0.9999902248382568
1.0,0.9999903440475464
1.0,0.9999871253967285
1.0,0.9999808073043823
1.0,0.9999908208847046
1.0,0.9999936819076538
1.0,0.9999957084655762
1.0,0.9999983310699463
1.0,0.9999966621398926
1.0,0.9999945163726807
1.0,0.9999896287918091
1.0,0.9999822378158569
1.0,0.99993896484375
1.0,0.9996788501739502
1.0,0.997417688369751
1.0,0.9953529834747314
1.0,0.9485585689544678
1.0,0.9999802112579346
1.0,0.999988317489624
1.0,0.9999902248382568
1.0,0.9999908208847046
1.0,0.9999873638153076
1.0,0.9999806880950928
1.0,0.9999909400939941
1.0,0.9999935626983643
1.0,0.9999955892562866
1.0,0.9999982118606567
1.0,0.9999966621398926
1.0,0.9999946355819702
1.0,0.9999897480010986
1.0,0.999982476234436
1.0,0.999941349029541
1.0,0.99969482421875
1.0,0.9975398778915405
1.0,0.9952728152275085
1.0,0.9457183480262756
1.0,0.9999788999557495
1.0,0.9999878406524658
1.0,0.9999901056289673
1.0,0.99998939037323
1.0,0.9999871253967285
1.0,0.9999816417694092
1.0,0.999990701675415
1.0,0.9999938011169434
1.0,0.9999961853027344
1.0,0.9999969005584717
1.0,0.9999966621398926
1.0,0.9999939203262329
1.0,0.9999889135360718
1.0,0.9999805688858032
1.0,0.9999264478683472
1.0,0.9995988011360168
1.0,0.9967167973518372
1.0,0.9951090216636658
1.0,0.9464885592460632
1.0,0.9999831914901733
1.0,0.999988317489624
1.0,0.9999898672103882
1.0,0.9999899864196777
1.0,0.9999868869781494
1.0,0.9999816417694092
1.0,0.9999892711639404
1.0,0.9999914169311523
1.0,0.9999935626983643
1.0,0.9999977350234985
1.0,0.9999957084655762
1.0,0.999994158744812
1.0,0.9999884366989136
1.0,0.9999769926071167
1.0,0.9999220371246338
1.0,0.9996274709701538
1.0,0.996787428855896
1.0,0.9984197616577148
1.0,0.9119925498962402
1.0,0.9999830722808838
1.0,0.999988317489624
1.0,0.9999898672103882
1.0,0.9999902248382568
1.0,0.9999871253967285
1.0,0.9999815225601196
1.0,0.99998939037323
1.0,0.9999915361404419
1.0,0.9999936819076538
1.0,0.9999977350234985
1.0,0.9999958276748657
1.0,0.9999943971633911
1.0,0.9999891519546509
1.0,0.9999784231185913
1.0,0.9999293088912964
1.0,0.9996564388275146
1.0,0.9972033500671387
1.0,0.9984869956970215
1.0,0.9206237196922302
1.0,0.9999665021896362
1.0,0.9999812841415405
1.0,0.9999842643737793
1.0,0.999984622001648
1.0,0.9999853372573853
1.0,0.9999849796295166
1.0,0.9999909400939941
1.0,0.9999949932098389
1.0,0.9999971389770508
1.0,0.9999964237213135
1.0,0.9999955892562866
1.0,0.9999938011169434
1.0,0.9999898672103882
1.0,0.9999790191650391
1.0,0.999911904335022
1.0,0.9996417760848999
1.0,0.9982144832611084
1.0,0.9984109401702881
1.0,0.9775724411010742
1.0,0.9999831914901733
1.0,0.999988317489624
1.0,0.9999898672103882
1.0,0.9999901056289673
1.0,0.999987006187439
1.0,0.9999815225601196
1.0,0.9999892711639404
1.0,0.9999914169311523
1.0,0.9999935626983643
1.0,0.9999977350234985
1.0,0.9999957084655762
1.0,0.9999942779541016
1.0,0.9999885559082031
1.0,0.9999772310256958
1.0,0.9999229907989502
1.0,0.9996190071105957
1.0,0.9968138337135315
1.0,0.998415470123291
1.0,0.9116039872169495
1.0,0.9999819993972778
1.0,0.999985933303833
1.0,0.9999879598617554
1.0,0.9999860525131226
1.0,0.9999829530715942
1.0,0.9999830722808838
1.0,0.9999880790710449
1.0,0.9999896287918091
1.0,0.9999916553497314
1.0,0.9999963045120239
1.0,0.9999955892562866
1.0,0.9999942779541016
1.0,0.9999895095825195
1.0,0.9999790191650391
1.0,0.9999338388442993
1.0,0.9997406601905823
1.0,0.997961163520813
1.0,0.9985326528549194
1.0,0.9505056738853455
1.0,0.9999769926071167
1.0,0.9999796152114868
1.0,0.9999804496765137
1.0,0.9999755620956421
1.0,0.9999654293060303
1.0,0.999972939491272
1.0,0.9999760389328003
1.0,0.9999819993972778
1.0,0.9999841451644897
1.0,0.9999887943267822
1.0,0.9999916553497314
1.0,0.9999898672103882
1.0,0.9999879598617554
1.0,0.9999744892120361
1.0,0.9999128580093384
1.0,0.9996719360351562
1.0,0.998333752155304
1.0,0.9840027689933777
1.0,0.975077211856842
1.0,0.9999803304672241
1.0,0.9999841451644897
1.0,0.9999854564666748
1.0,0.9999825954437256
1.0,0.9999781847000122
1.0,0.9999805688858032
1.0,0.9999855756759644
1.0,0.9999874830245972
1.0,0.9999896287918091
1.0,0.9999942779541016
1.0,0.9999948740005493
1.0,0.9999933242797852
1.0,0.99998939037323
1.0,0.9999771118164062
1.0,0.9999277591705322
1.0,0.9997356534004211
1.0,0.9982142448425293
1.0,0.9908041954040527
1.0,0.9676071405410767
1.0,0.9999822378158569
1.0,0.9999868869781494
1.0,0.9999885559082031
1.0,0.9999874830245972
1.0,0.9999847412109375
1.0,0.9999827146530151
1.0,0.9999885559082031
1.0,0.9999903440475464
1.0,0.9999924898147583
1.0,0.9999970197677612
1.0,0.9999957084655762
1.0,0.9999946355819702
1.0,0.9999898672103882
1.0,0.9999803304672241
1.0,0.9999370574951172
